Judul,Tanggal,Penulis,Label,Kota,Content,Url
Pengemudi Ojek Online Tewas Setelah Tabrak Pembatas Jalan di Pesanggrahan,"Kompas.com - 21/04/2022, 09:21 WIB",Muhammad Isa Bustomi,Megapolitan,"JAKARTA, KOMPAS.com","
JAKARTA, KOMPAS.com - Seorang pengendara motor berinisial IM (36) tewas setelah mengalami kecelakaan di Jalan H Radin, Pesanggrahan, Jakarta Selatan, Rabu (20/4/2022) malam.
Korban yang diketahui merupakan pengemudi ojek online (ojol) itu menabrak pembatas jalan lalu terpental.
Kanit Laka Lantas Polres Metro Jakarta Selatan AKP Sigit menjelaskan, kecelakaan itu berawal saat korban yang menggunakan Honda Vario melintas dari timur ke barat di Jalan Ciledug Raya.
""Saat menikung tepat di dekat jalan lokasi, kehilangan kendali, menabrak trotoar tengah pembatas jalan,"" kata Sigit dalam keterangannya, Kamis (21/4/2022).
Baca juga: Mobil Tertabrak KRL di Depok, Berawal Pengemudi Ikuti Google Maps, Selamatkan Diri Usai Kendaraan Terhantam
Menurut Sigit, korban saat itu terpental ke kanan jalan arah berlawanan. Korban mengalami luka di bagian dada, pergelangan tangan dan kaki, serta wajah.
Korban langsung tak sadarkan diri. Korban sempat mendapatkan pertolongan pertama. Namun, tak lama korban meninggal dunia di lokasi.
""Korban luka berat dan meninggal dunia di TKP serta kerusakan pada kendaraan,"" ucap Sigit.
Korban yang merupakan warga Kreo, Larangan, Kota Tangerang Selatan, itu dibawa ke Rumah Sakit Fatmawati. Polisi memastikan bahwa peristiwa itu merupakan kecelakaan tungggal.
""Iya kecelakaan tunggal, out of control,"" ucap Sigit.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2022/04/21/09212011/pengemudi-ojek-online-tewas-setelah-tabrak-pembatas-jalan-di-pesanggrahan
"Laka Beruntun di Gunung Pegat Wonogiri, Satu Tewas Satu Luka-Luka","Kompas.com - 20/04/2022, 23:02 WIB","Kontributor Solo, Muhlis Al Alawi",Regional,"WONOGIRI, KOMPAS.com","
WONOGIRI, KOMPAS.com - Satu orang tewas dan satu orang luka-luka dalam kecelakaan beruntun yang melibatkan dua mobil dan satu sepeda motor.
Insiden itu terjadi di ruas Jalan Nguntoronadi - Ngadirojo tepatnya Gunung Pegat, Dusun Kepuh Wetan, Kelurahan Bumiharjo, Kecamatan Nguntoronadi, Kabupaten Wonogiri, Jawa Tengah, Rabu (20/4/2022).
Baca juga: Penyapu Jalan di Palembang Kritis, Jadi Korban Tabrak Lari Saat Bertugas
Kepala Seksi Humas Polres Wonogiri, AKP Anom Prabowo yang dikonfirmasi Kompas.com, Rabu (20/4/2022) menyatakan korban yang meninggal bernama Haryanto (39), warga Dusun Padangan, Desa Banyakprodo, Kecamatan Tirtomoyo, Kabupaten Wonogiri, Jateng.
""Korban meninggal setelah dirawat Rumah Medika Mulya Wonogiri. Sedangkan korban luka yakni Tri Wibowo, orang yang dibonceng korban,"" kata Anom.
Menurut Anom, kecelakaan itu bermula saat mobil Honda Brio bernomor polisi B 2557 BZW berjalan dari arah utara menuju ke arah selatan (Ngadirojo – Nguntoronadi).
Sesampai di lokasi kejadian, mobil Honda Brio yang dikemudikan Edi Suroso Bambang Setiawan, warga Desa Boto, Kecamatan Baturetno berjalan terlalu ke kanan melebihi garis marka jalan.
""Kemudian dari arah berlawanan melaju Mobil Toyota Inova bernomor polisi AD-8857-YP yang dikemudikan Mugino (59). Karena jarak yang dekat, kedua pengemudi tidak bisa menghindar, kemudian terjadi benturan,"" jelas Anom.
Setelah terjadi benturan, lanjut Anom, Mobil Honda Brio masih berjalan kearah selatan hingga berbenturan dengan sepeda motor Suzuki Shogun bernomor polisi AD-2846-KG yang dikemudikan korban.
Setelah berbenturan dengan sepeda motor, mobil Honda Brio masuk k edalam jurang sedalam tiga meter.
Terhadap kasus itu, polisi sudah mengevakuasi tiga kendaraan yang terlibat kecelakaan ke Kantor Satlantas Polres Wonogiri. Kasus ini sementara ditangani penyidik Satlantas Polres Wonogiri.
Baca juga: Detik-detik Fortuner Dibakar Massa di Poso Usai Tabrak 2 Warga hingga Tewas, Ini Kronologinya 
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2022/04/20/230203278/laka-beruntun-di-gunung-pegat-wonogiri-satu-tewas-satu-luka-luka
KAI Bakal Tuntut Pengemudi Mobil yang Tabrakan dengan KRL di Depok,"Kompas.com - 20/04/2022, 17:51 WIB",Dio Dananjaya,News,"JAKARTA, KOMPAS.com","

JAKARTA, KOMPAS.com – Insiden di perlintasan kereta api terjadi kembali. Kecelakaan kali ini melibatkan sebuah mobil dengan KRL Commuter Line di perlintasan Citayam-Depok, Rabu (20/4/2022).
Atas kejadian ini, PT Kereta Api Indonesia (Persero) akan melaporkan dan menuntut pertanggungjawaban pengemudi mobil tersebut.
VP Public Relations PT KAI Joni Martinus mengatakan, pihaknya KAI menyayangkan kecerobohan pengemudi mobil yang tidak mendahulukan perjalanan kereta api, sehingga menyebabkan terjadinya gangguan perjalanan KRL yang menghambat aktivitas masyarakat.
Baca juga: Fenomena Kejahatan Pembiayaan Kendaraan Bermotor Jelang Lebaran


 
 
 

Lihat postingan ini di Instagram

 
 
 
Sebuah kiriman dibagikan oleh JAKARTA INFO (@jktinfo)


“KAI akan menuntut pengemudi mobil mempertanggungjawabkan tindakannya karena tidak mendahulukan perjalanan kereta api sehingga menyebabkan kerusakan sarana dan gangguan perjalanan,” ucap Joni, disitat dari Antara (20/4/2022).
Joni menjelaskan KRL KA 1077 (Bogor-Jakarta Kota) bertabrakan dengan mobil di perlintasan liar di kilometer 34+4/5 antara Stasiun Citayam-Depok pada pukul 06.47 WIB.
Akibatnya, sejumlah perjalanan KRL sempat tertahan dikarenakan harus bergantian menggunakan 1 jalur selama proses evakuasi mobil yang tersangkut, kemudian sarana KRL tersebut juga mengalami kerusakan.
Baca juga: Estimasi Modal Mudik Jakarta-Semarang Naik Toyota Avanza Baru

Namun demikian, tidak ada korban jiwa dalam kejadian tersebut dan saat ini perjalanan KRL sudah kembali normal.
Ia menegaskan seluruh pengguna jalan harus mendahulukan perjalanan kereta api saat melalui perlintasan sebidang.
Hal tersebut sesuai UU 23 tahun 2007 tentang perkeretaapian dan UU 22 tahun 2009 tentang Lalu Lintas dan Angkutan Jalan.
Pada UU Nomor 23 Tahun 2007 tentang Perkeretaapian, Pasal 124 menyatakan bahwa pada perpotongan sebidang antara jalur kereta api dan jalan, pemakai jalan wajib mendahulukan perjalanan kereta api.
Baca juga: Alasan Polri Ikuti Rencana Urus SIM dan STNK Wajib Punya BPJS Kesehatan
KOMPAS.COM/ANDI HARTIK Agus Suyitno (61), saat menjaga perlintasan sebidang rel kereta api di Desa Sambigede, Kecamatan Sumberpucung, Kabupaten Malang, Kamis (9/12/2021). 

",http://otomotif.kompas.com/read/2022/04/20/175100415/kai-bakal-tuntut-pengemudi-mobil-yang-tabrakan-dengan-krl-di-depok
"Ada Tiga Lokasi, Ini Titik Rawan Macet dan Kecelakaan Lalu Lintas di Riau bagi Pemudik","Kompas.com - 19/04/2022, 22:46 WIB","Kontributor Pekanbaru, Idon Tanjung",Regional,Riau,"

PEKANBARU, KOMPAS.com - Pemerintah telah memperbolehkan masyarakat untuk mudik Lebaran Idul Fitri tahun ini.
Namun, bagi masyarakat yang akan melaksanakan mudik, haruslah berhati-hati mengendarai kendaraan bermotor di jalan lintas.
Di Provinsi Riau, polisi lalu lintas (Polantas) mencatat beberapa titik rawan macet dan kecelakaan lalu lintas.
Baca juga: Ini Daerah Rawan Longsor di Riau bagi Pemudik
""Secara umum di wilayah Riau terdapat tiga titik rawan macet dan laka (kecelakaan lalu lintas),"" kata Direktur Lalu Lintas (Dirlantas) Polda Riau Kombes Firman Darmansyah saat diwawancarai Kompas.com melalui pesan WhatsApp, Selasa (19/4/2022) malam.
Ia merincikan titik rawan pertama berada di Jalan lintas Sumatera perbatasan Riau dengan Sumatera Utara di daerah Kabupaten Rokan Hilir.
Titik kedua berada di Jalan Lintas Sumatera perbatasan Riau dengan Sumatera Barat di Kabupaten Kampar.
Baca juga: Mobil ASN Kejati Riau dan Pengendara Motor Terlibat Kecelakaan di Pekanbaru, Polisi: Kedua Korban Dibawa ke RS
Kemudian titik ketiga berada di Jalan Lintas Sumatera perbatasan Riau dengan Jambi di Kabupaten Indragiri Hilir.
""Untuk antisipasi, kami akan mendirikan Pos Pengamanan (Pospam) dan Pos Pelayanan (Posyan) di perbatasan Riau dengan provinsi tetangga,"" kata Firman.
Kemudian, tambah dia, pihaknya akan mempersiapkan personel yang bisa mengurai kemacetan.
Firman juga mengingatkan masyarakat, agar tidak terlalu bereuforia di jalanan saat mudik Lebaran ke kampung halaman.
""Kami mengimbau kepada warga yang mudik untuk tidak terlalu euforia di jalanan. Masyarakat harus memperhatikan kesehatan kendaraan yang akan digunakan saat mudik. Kendaraan harus prima dan dilengkapi dengan surat-surat yang sah. Sebelum mudik, cek fisik kendaraan seperti rem, lampu dan lainnya,"" kata Firman.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2022/04/19/224632178/ada-tiga-lokasi-ini-titik-rawan-macet-dan-kecelakaan-lalu-lintas-di-riau
"Diduga Rem Blong Saat Melintas di Jalur Transjakarta, Truk Berjalan Mundur dan Tabrak 2 Pemotor","Kompas.com - 19/04/2022, 22:05 WIB",Muhammad Isa Bustomi,Megapolitan,"JAKARTA, KOMPAS.com","
JAKARTA, KOMPAS.com - Kecelakaan yang melibatkan sebuah truk dan dua sepeda motor terjadi di jalur bus Transjakarta di Halimun, Setiabudi, Jakarta Selatan, pada Selasa (19/4/2022) sore. Kasi Laka Subdit Gakkum Ditlantas Polda Metro Jaya Kompol Edy Purwanto mengatakan, peristiwa kecelakaan itu terjadi sekitar pukul 15.40 WIB. Insiden kecelakaan itu diduga disebabkan karena truk yang dikemudikan oleh YY mengalami rem blong hingga berjalan mundur dan menabrak dua pemotor di belakangnya. ""Diduga kehabisan angin rem sehingga rem tidak berfungsi dan mundur menabrak motor Honda Beat dan Yamaha RX-King,"" ujar Edy dalam keterangannya, Selasa.
Baca juga: Ponsel Dijambret di Angkot, Pemiliknya Kaget Saat Telepon yang Angkat Justru Polisi
Akibat dari kejadian tersebut, dua sepeda motor mengalami kerusakan. Edy memastikan, tidak ada korban luka ataupun korban jiwa akibat kecelakaan itu.
Kedua pengemudi motor berinisial MZF dan WP selamat. ""Untuk korban nihil (tidak ada korban),"" kata Edy.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2022/04/19/22054741/diduga-rem-blong-saat-melintas-di-jalur-transjakarta-truk-berjalan-mundur
"Gagal Menyalip Truk, Perempuan Paruh Baya Tewas Tertabrak di Jalan Lingkar Utara Bekasi","Kompas.com - 19/04/2022, 20:00 WIB",Joy Andre,Megapolitan,"BEKASI, KOMPAS.com -","
BEKASI, KOMPAS.com - Seorang perempuan berinisial S (50) tewas di tempat usai terlibat kecelakaan dengan truk colt diesel di Jalan Lingkar Utara, Kelurahan Kaliabang, Bekasi Utara, Kota Bekasi, Selasa (19/4/2022).
Kepala Unit Laka Lantas Polres Metro Bekasi Kota AKP Farida mengatakan, kejadian bermula saat truk dengan nomor polisi B 9945 FYT yang dikendarai oleh SB (42) melintas dari arah timur, yakni Wisma Asri, menuju ke arah barat, Pondok Ungu.
Setibanya di tempat kejadian perkata (TKP), S yang tengah mengendarai sepeda motor dengan nomor polisi B 4169 KBD mencoba menyalip truk yang dikemudikan SB. 
""Kendaraan yang dikemudikan S saat melintas di tkp mencoba mendahului sebuah kendaraan truk colt diesel yang dikemudikan SB,"" jelas Farida dalam keterangan tertulisnya, Selasa (19/4/2022).
Baca juga: Ponsel Dijambret di Angkot, Pemiliknya Kaget Saat Telepon yang Angkat Justru Polisi
Ketika itu pula S terpeleset sehingga motor yang dikendarainya membentur badan truk. Tabrakan pun tak dapat dihindarkan. S yang mengalami luka parah tewas di tempat. Saat ini, kendaraan yang terlibat kecelakaan sudah diamankan di Polres Metro Bekasi. ""Kendaraan yang terlibat dan supir truk sudah diamankan Polres Metro Bekasi Kota,"" pungkas Farida.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2022/04/19/20003471/gagal-menyalip-truk-perempuan-paruh-baya-tewas-tertabrak-di-jalan-lingkar
"Pasangan Lansia Bermotor Tabrak Belakang Mobil yang Hendak Belok, Satu Tewas","Kompas.com - 15/04/2022, 16:12 WIB","Kontributor Yogyakarta, Dani Julius Zebua",Regional,"KULON PROGO, KOMPAS.com","
KULON PROGO, KOMPAS.com – Pasangan lanjut usia menabrak buritan mobil yang sedang melaju di Kilometer 14 Jalan Wates–Purworejo pada wilayah Pedukuhan Plumbon, Kapanewon Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta. Perempuan lansia yang juga penumpang motor tewas dalam peristiwa ini.
Kedua lansia adalah Slamet Hadi Sutrisno Yogyakarta (70) dan Samirah (62) asal pedukuhan Sangkretan, Kalurahan Glagah, Kapanewon Temon, Kabupaten Kulon Progo. Slamet luka parah, sedangkan Samirah tewas.
Baca juga: Pemuda di Neglasari Tewas Usai Tabrak Trotoar, Penyenggolnya Melarikan Diri
“Benar ada kecelakaan lalu lintas tadi malam, satu korban meninggal dunia,” kata Kasi Humas Polres Kulon Progo, Iptu I Nengah Jeffry Prana Widyana dalam pesan singkat, Jumat (15/4/2022).
Tabrakan terjadi pukul 20.50 WIB. Lokasi tabrakan merupakan jalan raya lintas provinsi dari DI Yogyakarta ke Jawa Tengah. Jalanan tidak padat seperti biasanya.
Sebelum tabrakan, sebuah Toyota Avanza AB 1539 WC melaju dari Timur menuju Barat. Mobil dikemudi Sudarman (55) asal Kalurahan Bendungan, Kapanewon Wates.
Sementara itu satu motor Honda Vario AB 2813 ML berjalan tidak jauh dari mobil. Slamet mengemudi motor dan Samirah duduk di boncengan.
Jeffry mengungkapkan, mobil hendak berbelok ke arah Utara saat tiba di Plumbon. Mendadak ada motor menghantam belakang mobil samping kiri mobil. Kedua pengendara motor terpental.
“Jarak sudah dekat Honda Vario menabrak bagian belakang samping kiri mobil Avanza,” kata Jeffry. Tabrakan mengakibatkan motor mengalami rusak bodi dan stang depan.
Akibat kejadian ini pula Slamet luka parah. Ia mengalami luka robek dahi kiri, lecet lutut kiri dan langsung dilarikan ke RSU Riski Amalia Temon.
Samirah tidak beruntung. Korban tidak memakai pelindung kepala. Ia mengalami luka patah tangan kiri dan robek. Luka juga terdapat pada kepala belakang.
Lansia perempuan ini mengembuskan napas terakhir dalam perjalanan ke RSU Riski Amalia Temon.
Baca juga: Mobil Yaris Tabrak Truk yang Parkir di Solo, Terpental Ke Sungai, Pengendara Tak Sadarkan Diri
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://yogyakarta.kompas.com/read/2022/04/15/161251378/pasangan-lansia-bermotor-tabrak-belakang-mobil-yang-hendak-belok-satu
"Mobil Pengawal PM Australia Kecelakaan, Terguling dan Terbalik","Kompas.com - 14/04/2022, 17:30 WIB",Aditya Jaya Iswara,Global,"SYDNEY, KOMPAS.com","
SYDNEY, KOMPAS.com - Sebuah mobil yang membawa tim keamanan Perdana Menteri Australia Scott Morrison terbalik dan terguling ke samping jalan pada Kamis (14/4/2022).
Sebanyak empat petugas dibawa ke rumah sakit dengan luka yang tidak mengancam jiwa.
Mobil mereka terbalik setelah bertabrakan dengan mobil lain ketika PM Australia sedang dalam kampanye di Tasmania menjelang pemilihan 21 Mei, kata polisi negara bagian itu dikutip dari AFP.
Baca juga: Baru Dibeli, Ferrari Ini Kecelakaan Usai Melaju 3 Km

Morrison kemudian membatalkan agendanya yang tersisa sehari setelah kecelakaan itu, tetapi dia tidak terlibat atau terluka dalam insiden tersebut, kata kantornya.
PM Australia menggambarkan petugas yang melindungi dia dan keluarganya sebagai ""tanpa pamrih, profesional dan sangat murah hati"".
""Saya berharap mendengar kabar baik lebih lanjut tentang kondisi mereka,"" katanya.
Walau mobil yang ditumpangi pengawal PM Australia rusak parah, cedera petugas keamanan tidak mengancam jiwa, kata polisi.
Baca juga: Australia Impor Sapi Berpenyakit Kulit dari Indonesia untuk Kembangkan Vaksin
Kantor Morrison mengatakan, keempat petugas itu sadar ketika mereka dievakuasi dari lokasi kecelakaan.








Baca berita tanpa iklan. Gabung Kompas.com+

Polisi setempat masih menyelidiki kecelakaan itu. Diduga kendaraan lain bertabrakan dengan mobil polisi yang tidak bertanda ketika mencoba mengatur jalur.
Tidak diketahui juga apakah mobil keamanan itu mengikuti kendaraan Perdana Menteri Australia ketika kecelakaan terjadi.
Baca juga: Saat Berkampanye, PM Australia Dimaki Langsung oleh Warga yang Kecewa
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 
",http://www.kompas.com/global/read/2022/04/14/173000870/mobil-pengawal-pm-australia-kecelakaan-terguling-dan-terbalik
"Bersenggolan dengan Pengendara Lain, Seorang Pengemudi Motor Jatuh dari Flyover Tanah Abang","Kompas.com - 14/04/2022, 16:41 WIB",Reza Agustian,Megapolitan,"JAKARTA, KOMPAS.com","
JAKARTA, KOMPAS.com - Kecelakaan lalu lintas terjadi di Flyover Tanah Abang, Jakarta Pusat, Kamis (14/4/2022).
Pengemudi sepeda motor berinisial A terjatuh dari atas jembatan layang akibat bersenggolan dengan sepeda motor lainnya.
""Korban kecelakaan akibat senggolan motor dan terjatuh di lubang Flyover Tanah Abang,"" kata Kepala Suku Dinas Penanggulangan Kebakaran dan Penyelamatan Jakarta Pusat Asril Rizal dalam keterangannya, Kamis.
Baca juga: Kesalahan Polisi Umumkan Tersangka Pengeroyok Ade Armando Bisa Digugat Pihak yang Dirugikan
Insiden tersebut terjadi sekitar pukul 09.05 WIB, tepatnya di Jalan Cideng Timur, pinggir kali Ciliwung, Tanah Abang.
Asril mengatakan, jajarannya menerima laporan tersebut dari petugas pemadam kebakaran dari pos Kebon Melati.
Saat petugas damkar melakukan evakuasi, A ditemukan tergeletak di bawah sela-sela fondasi flyover.
""Tim piket mengangkat korban dengan menggunakan long spinal board (LSB),"" ucap Asril.
Baca juga: Dicabuli Tetangga Selama Setahun, Remaja 15 Tahun di Bekasi Hamil 5 Bulan
Setelah berhasil dievakuasi, menurut Asril, korban tidak dapat bangun, tetapi masih bisa berbicara.
""Korban mengalami cedera tulang punggung sebelah kiri,"" tuturnya.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2022/04/14/16412321/bersenggolan-dengan-pengendara-lain-seorang-pengemudi-motor-jatuh-dari
"Pengendara Motor Meninggal Ditabrak Usai Putar Arah di Kembangan, Penabrak Luka-luka","Kompas.com - 14/04/2022, 15:17 WIB",Mita Amalia Hapsari,Megapolitan,"JAKARTA, KOMPAS.com","
JAKARTA, KOMPAS.com - Seorang pengendara sepeda motor Yamaha Byson berinisial SY meninggal dunia akibat kecelakaan lalu lintas di Jalan Puri Indah Raya, Kembangan, Jakarta Barat.
Kanit Laka Lantas Wilayah Jakarta Barat AKP Hartono mengatakan, peristiwa itu terjadi pada Rabu (13/4/2022) sekitar pukul 22.05 WIB.
Hartono menceritakan, saat itu sepeda motor Yamaha Byson dengan nomor polisi B 6278 PXH yang dikendarai SY sedang berputar arah di dekat Sekolah IPK.
Baca juga: Ini Penyebab Polisi Salah Identifikasi Pengeroyok Ade Armando
Baru selesai putar arah, motor SY ditabrak dari belakang oleh sepeda motor Honda Supra yang dikendarai TM.
""Bertabrakan dengan TM yang melaju dari arah barat ke timur. SY ditabrak dari belakang saat sudah selesai putar arah,"" kata Hartono saat dikonfirmasi, Kamis (14/4/2022).
Akibat peristiwa itu, pengendara motor Supra TM mengalami luka-luka, sedangkan SY meninggal dunia.
""SY mengalami luka pada kepala dan dada, yang kemudian meninggal dunia di RSUD Kembangan,"" ungkap Hartono.
Baca juga: Tak Ada Persija dalam Soft Launching JIS, PSI: Ini Sangat Tidak Bisa Diterima...
""Sedangkan TM mengalami luka pada kaki kiri yang robek, selanjutnya dirawat di RSUD Kembangan,"" imbuhnya.
Selain kedua pengendara, kendaraan mereka juga mengalami kerusakan.
Hartono mengatakan bahwa polisi masih terus mendalami kecelakaan maut ini.
""Penyebab kecelakaan lalu lintas masih dalam proses penyelidikan,"" pungkas Hartono.
Ia pun memastikan, saat kejadian, pengendara Supra TM yang menabrak tidak dalam keadaan mabuk.
""Tidak ada indikasi dalam keadaan mabuk,"" ujar Hartono.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2022/04/14/15172191/pengendara-motor-meninggal-ditabrak-usai-putar-arah-di-kembangan-penabrak
